,type,id,tags,geometry
1900,node,10002971735,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.306683 47.4740003)
1901,node,10002971736,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3069404 47.4738928)
1902,node,10002971737,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3065856 47.4740635)
1903,node,10002971738,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3064202 47.4742303)
1904,node,10002971739,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3066301 47.4741632)
1905,node,10002971740,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3065279 47.4742608)
1906,node,10002971741,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3064613 47.4741785)
1907,node,10005100260,"{'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3137313 47.4700589)
1908,node,10005100261,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.313527 47.4706159)
1909,node,10005100262,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3139523 47.470424)
1910,node,10005100263,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3145772 47.4701437)
1911,node,10005100264,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3128595 47.4705009)
1912,node,10005100265,"{'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3141333 47.4697838)
1913,node,10005100266,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3130711 47.4707137)
1914,node,10005121071,"{'camera:direction': '300', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3169427 47.4701753)
1915,node,10005870490,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'bank'}",POINT (8.32537 47.4665325)
1916,node,10005870491,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'bank'}",POINT (8.3252126 47.4666014)
1917,node,10005870492,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'bank'}",POINT (8.3254345 47.4668395)
1918,node,10005870493,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'bank'}",POINT (8.3252466 47.466587)
1919,node,10005870494,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'bank'}",POINT (8.325373 47.4665199)
1920,node,10005870502,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3255828 47.4670775)
1921,node,10005871791,"{'camera:direction': '120', 'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3242584 47.468158)
1922,node,10005871792,"{'camera:direction': '120', 'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3242895 47.468205)
1923,node,10005964494,"{'camera:direction': '330', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:zone': 'building'}",POINT (8.317537 47.47023)
1924,node,10005964495,"{'camera:direction': '185', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:zone': 'building'}",POINT (8.317539 47.4702274)
1925,node,10005964496,"{'camera:angle': '40', 'camera:direction': '185', 'camera:type': 'fixed', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:zone': 'building'}",POINT (8.317517 47.4700765)
1926,node,10006791604,"{'camera:direction': '230', 'camera:mount': 'pole', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3072833 47.4719078)
1927,node,10006791605,"{'camera:direction': '260', 'camera:mount': 'pole', 'camera:type': 'fixed', 'height': '5', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3084356 47.4714659)
1928,node,10006906028,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.308203 47.4763677)
1929,node,10006906029,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3069103 47.4771725)
1930,node,10006906030,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3080041 47.4765459)
1931,node,10006906031,"{'camera:direction': '10', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3067035 47.4766348)
1932,node,10006906032,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3079452 47.4763704)
1933,node,10006906033,"{'camera:direction': '10', 'camera:mount': 'wall', 'camera:type': 'fixed', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'bank'}",POINT (8.3084138 47.4764015)
1934,node,10006906034,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3082529 47.476682)
1935,node,10006906035,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3078611 47.4761079)
1936,node,10006906036,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.308342 47.4766744)
1937,node,10006906037,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'bank'}",POINT (8.3083595 47.4765358)
1938,node,10006906038,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.308128 47.4767883)
1939,node,10006906039,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.30814 47.4766853)
1940,node,10006906040,"{'camera:angle': '30', 'camera:direction': '190', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3067129 47.4766779)
1941,node,10006906041,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3080176 47.4767099)
1942,node,10006906042,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3079193 47.4764064)
1943,node,10006906043,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3081733 47.4766953)
1944,node,10006906044,"{'camera:angle': '50', 'camera:direction': '270', 'camera:mount': 'ceiling', 'camera:type': 'fixed', 'height': '4', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3087067 47.4756236)
1945,node,10006906045,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3081972 47.4763344)
1946,node,10006906046,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3083018 47.4765497)
1947,node,10006906047,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '4', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'bank'}",POINT (8.3079035 47.4739792)
1948,node,10006906048,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3079755 47.4759696)
1949,node,10006906049,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.308115 47.4760212)
1950,node,10006906356,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3082467 47.4760029)
1951,node,10006906357,"{'camera:direction': '280', 'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3086494 47.4763914)
1952,node,10006906358,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3082996 47.4761971)
1953,node,10006906359,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3083117 47.4762286)
1954,node,10006906360,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3082926 47.4761758)
1955,node,10006938073,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3088247 47.4737492)
1956,node,10006938074,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3090843 47.4741615)
1957,node,10007005397,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.313747 47.470515)
1958,node,10008516317,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.5344317 47.3769764)
1959,node,10009095211,"{'camera:mount': 'pole', 'camera:type': 'panning', 'contact:webcam': 'https://meteoschweiz.roundshot.com/chax/#/', 'man_made': 'surveillance', 'name': ""Wetterkamera Château-d'Oex"", 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (7.1396507 46.4797621)
1960,node,10009137538,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/novazzano/#/', 'man_made': 'surveillance', 'name': 'MeteoSchweiz Novazzano', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.970053 45.8414733)
1961,node,10009146481,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/ravoire/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Ravoire', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (7.0539198 46.1055441)
1962,node,10009147438,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/yverdon-les-bains/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Yverdon-les-Bains', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (6.6498349 46.7856503)
1963,node,10009178092,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/rosswald/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera ROW', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.0414634 46.303531)
1964,node,10009197619,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/evolene-villa/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Evolène / Villa', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (7.5047419 46.1132164)
1965,node,10009198547,"{'camera:mount': 'building', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/heiligenschwendi/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Heiligenschwendi', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (7.667833 46.7479826)
1966,node,10009211034,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/kaiserstuhl-nordost/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Kaiserstuhl', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.1776113 46.8170079)
1967,node,10009213480,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/rochedor/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera RDO', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (6.9589301 47.3639524)
1968,node,10009215048,"{'camera:mount': 'building', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/grimselhospiz/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Grimsel Hospiz', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.3302317 46.5631023)
1969,node,10009217480,"{'camera:mount': 'building', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/landquart/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Landquart', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (9.5625478 46.9626094)
1970,node,10009224645,"{'camera:mount': 'building', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/murtel/#/', 'man_made': 'surveillance', 'name': 'Wetterkamere Murtel', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (9.8234867 46.4320482)
1971,node,10009231998,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/stchrischona/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera St. Chrischona', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (7.6870859 47.5717388)
1972,node,10009232282,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/murg/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Murg', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (9.1933607 47.1148095)
1973,node,10009237073,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/schaffhausen/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Schaffhausen', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.6130779 47.6922393)
1974,node,10009243196,"{'camera:mount': 'building', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/bivio/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Bivio', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (9.6565232 46.4599298)
1975,node,10009269583,"{'camera:mount': 'building', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/olivone/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Olivone', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.9537616 46.5177481)
1976,node,10009271736,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/flueela-ost/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Flüela Ost', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (9.9820915 46.7440345)
1977,node,10009274520,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/casaccia-ost/#/', 'man_made': 'surveillance', 'name': 'Wetterfahne Cassacia', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (9.6644948 46.3914225)
1978,node,10009304362,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/goldau/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Goldau', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5520342 47.0484514)
1979,node,10009306356,"{'camera:mount': 'building', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/brugnasco/#/', 'man_made': 'surveillance', 'name': 'Wetterkamera Brugnasco', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.6504415 46.5230327)
1980,node,10009315312,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'contact:webcam': 'https://meteoschweiz.roundshot.com/etziken/#/', 'man_made': 'surveillance', 'name': 'Wetterfahne Etziken', 'operator': 'MeteoSchweiz', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (7.6481638 47.1819521)
1981,node,10011210168,"{'camera:angle': '60', 'camera:direction': '200', 'camera:mount': 'ceiling', 'camera:type': 'fixed', 'height': '4', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3087337 47.4756631)
1982,node,10011640940,"{'camera:direction': '200', 'camera:mount': 'pole', 'camera:type': 'fixed', 'height': '5', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3071622 47.474931)
1983,node,10011640941,"{'camera:angle': '30', 'camera:direction': '200', 'camera:mount': 'pole', 'camera:type': 'fixed', 'height': '4', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3072842 47.4752469)
1984,node,10012248725,"{'camera:direction': '310', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'shop'}",POINT (8.3236056 47.4670161)
1985,node,10013332089,"{'camera:mount': 'wall', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.7208305 47.4984495)
1986,node,10017679787,"{'camera:angle': '30', 'camera:direction': '200', 'camera:mount': 'ceiling', 'camera:type': 'fixed', 'height': '4', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.326287 47.4658647)
1987,node,10017679788,"{'camera:direction': '295', 'camera:mount': 'pole', 'camera:type': 'fixed', 'height': '4', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3262737 47.4658697)
1988,node,10017679789,"{'camera:direction': '120', 'camera:mount': 'wall', 'camera:type': 'dome', 'height': '2', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3262436 47.4658592)
1989,node,10017679790,"{'camera:direction': '190', 'camera:mount': 'pole', 'camera:type': 'fixed', 'height': '4', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3262759 47.4658687)
1990,node,10021963073,"{'camera:angle': '40', 'camera:direction': '305', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3104967 47.4790157)
1991,node,10021963074,"{'camera:angle': '40', 'camera:direction': '305', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3102551 47.4787864)
1992,node,10022225284,"{'camera:direction': '10', 'camera:mount': 'wall', 'camera:type': 'dome', 'height': '2', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.310255399999999 47.4755537)
1993,node,10022225285,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3096461 47.4756592)
1994,node,10022225286,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3101081 47.4756031)
1995,node,10022225287,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.310218 47.4755899)
1996,node,10022225288,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3095404 47.475672)
1997,node,10022540674,"{'camera:angle': '30', 'camera:direction': '30', 'camera:mount': 'wall', 'camera:type': 'fixed', 'height': '7', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.3089152 47.4785732)
1998,node,10022540675,"{'camera:angle': '30', 'camera:direction': '260', 'camera:mount': 'wall', 'camera:type': 'fixed', 'height': '7', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.3089152 47.4785732)
1999,node,10054565997,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'operator': 'FLP', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.9477041 46.0048274)
2000,node,10079972900,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (9.5334736 47.44566)
2001,node,10100638917,{'man_made': 'surveillance'},POINT (6.9043091 47.0125134)
2002,node,10114743808,"{'camera:angle': '30', 'camera:direction': '100', 'camera:mount': 'wall', 'camera:type': 'fixed', 'height': '2', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",POINT (8.6491548 47.716078)
2003,node,10121528035,"{'camera:mount': 'wall', 'camera:type': 'dome', 'height': '5', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3089726 47.4730069)
2004,node,10126644951,"{'camera:mount': 'ceiling', 'camera:type': 'fixed', 'direction': '45', 'height': '4', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3362504 47.461751)
2005,node,10138580618,"{'camera:direction': '210', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'entrance'}",POINT (7.4066943 46.9441316)
2006,node,10154033115,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.900716599999999 47.5604034)
2007,node,10158217975,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3068045 47.4713287)
2008,node,10167267507,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'bank'}",POINT (8.3254752 47.4668817)
2009,node,10173504394,"{'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera'}",POINT (7.8084468 47.4287847)
2010,node,10173504395,"{'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera'}",POINT (7.808379 47.4290426)
2011,node,10175133664,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (6.7027617 46.5692532)
2012,node,10181139554,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3084311 47.4775191)
2013,node,10181139555,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3080993 47.4774181)
2014,node,10181139556,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3084904 47.4776459)
2015,node,10181139557,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.3083785 47.4773831)
